Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Betyg per ämne årskurs 6
Valt läsår: 2018/19

;;;;;;Antal elever;Antal elever;Antal elever;Andel (%) med A-E;Andel (%) med A-E;Andel (%) med A-E;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;
Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Ämne;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;
Ystad;1286;Skåne län;12;Kommunal;Svenska;294;150;144;93,9;~100;..;13,5;14,9;12,1;
Ystad;1286;Skåne län;12;Enskild;Svenska;60;39;21;~100;100,0;~100;14,8;16,4;11,8;
Åmål;1492;Västra Götalands län;14;Samtliga;Svenska;103;43;60;85,4;~100;..;11,8;14,1;10,1;
Åmål;1492;Västra Götalands län;14;Kommunal;Svenska;78;36;42;87,2;~100;..;12,0;14,0;10,3;
Åmål;1492;Västra Götalands län;14;Enskild;Svenska;25;..;..;80,0;..;72,2;11,1;..;9,7;
Ånge;2260;Västernorrlands län;22;Samtliga;Svenska;85;36;49;84,7;~100;..;10,6;12,4;9,4;
Ånge;2260;Västernorrlands län;22;Kommunal;Svenska;75;34;41;86,7;~100;..;10,8;12,3;9,6;
Ånge;2260;Västernorrlands län;22;Enskild;Svenska;10;..;..;..;..;..;9,5;..;..;
Åre;2321;Jämtlands län;23;Samtliga;Svenska;125;62;63;92,8;~100;..;13,1;14,6;11,6;
Åre;2321;Jämtlands län;23;Kommunal;Svenska;125;62;63;92,8;~100;..;13,1;14,6;11,6;
Årjäng;1765;Värmlands län;17;Samtliga;Svenska;84;46;38;90,5;~100;~100;12,5;13,1;11,7;
Årjäng;1765;Värmlands län;17;Kommunal;Svenska;84;46;38;90,5;~100;~100;12,5;13,1;11,7;
Åsele;2463;Västerbottens län;24;Samtliga;Svenska;28;10;18;~100;..;~100;11,6;12,5;11,1;
Åsele;2463;Västerbottens län;24;Kommunal;Svenska;28;10;18;~100;..;~100;11,6;12,5;11,1;
Åstorp;1277;Skåne län;12;Samtliga;Svenska;189;92;97;90,5;~100;..;12,6;14,0;11,2;
Åstorp;1277;Skåne län;12;Kommunal;Svenska;189;92;97;90,5;~100;..;12,6;14,0;11,2;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;Svenska;135;72;63;82,2;84,7;79,4;10,4;11,1;9,7;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;Svenska;135;72;63;82,2;84,7;79,4;10,4;11,1;9,7;
Älmhult;0765;Kronobergs län;07;Samtliga;Svenska;139;74;65;93,5;~100;..;13,3;14,7;11,6;
Älmhult;0765;Kronobergs län;07;Kommunal;Svenska;120;61;59;93,3;~100;..;13,1;14,3;11,9;
Älmhult;0765;Kronobergs län;07;Enskild;Svenska;19;..;..;~100;100,0;..;14,2;16,7;..;
Älvdalen;2039;Dalarnas län;20;Samtliga;Svenska;80;43;37;83,8;81,4;86,5;12,0;12,6;11,4;
Älvdalen;2039;Dalarnas län;20;Kommunal;Svenska;80;43;37;83,8;81,4;86,5;12,0;12,6;11,4;
Älvkarleby;0319;Uppsala län;03;Samtliga;Svenska;90;45;45;93,3;~100;~100;12,6;13,9;11,2;
Älvkarleby;0319;Uppsala län;03;Kommunal;Svenska;66;30;36;92,4;~100;~100;12,4;13,9;11,1;
Älvkarleby;0319;Uppsala län;03;Enskild;Svenska;24;..;..;~100;100,0;..;13,0;14,0;..;
Älvsbyn;2560;Norrbottens län;25;Samtliga;Svenska;72;32;40;~100;~100;~100;13,0;14,0;12,3;
Älvsbyn;2560;Norrbottens län;25;Kommunal;Svenska;72;32;40;~100;~100;~100;13,0;14,0;12,3;
Ängelholm;1292;Skåne län;12;Samtliga;Svenska;426;230;196;94,4;97,0;91,3;13,4;14,4;12,3;
Ängelholm;1292;Skåne län;12;Kommunal;Svenska;413;225;188;94,2;96,9;91,0;13,4;14,4;12,3;
Ängelholm;1292;Skåne län;12;Enskild;Svenska;13;..;..;100,0;..;..;13,7;..;..;
Öckerö;1407;Västra Götalands län;14;Samtliga;Svenska;166;81;85;94,0;~100;..;13,5;15,0;12,0;
Öckerö;1407;Västra Götalands län;14;Kommunal;Svenska;148;72;76;93,2;~100;..;13,4;15,0;11,9;
Öckerö;1407;Västra Götalands län;14;Enskild;Svenska;18;..;..;100,0;..;..;13,8;..;..;
Ödeshög;0509;Östergötlands län;05;Samtliga;Svenska;55;27;28;~100;100,0;~100;12,2;13,8;10,6;
Ödeshög;0509;Östergötlands län;05;Kommunal;Svenska;55;27;28;~100;100,0;~100;12,2;13,8;10,6;
Örebro;1880;Örebro län;18;Samtliga;Svenska;1 487;733;754;93,9;96,6;91,2;13,5;14,8;12,2;
Örebro;1880;Örebro län;18;Kommunal;Svenska;1 001;483;518;92,6;96,5;89,0;13,3;14,8;11,9;
Örebro;1880;Örebro län;18;Enskild;Svenska;486;250;236;96,5;96,8;96,2;13,8;14,7;12,9;
Örkelljunga;1257;Skåne län;12;Samtliga;Svenska;83;46;37;~100;100,0;~100;12,9;14,1;11,4;
Örkelljunga;1257;Skåne län;12;Kommunal;Svenska;80;43;37;~100;100,0;~100;12,9;14,2;11,4;
Örkelljunga;1257;Skåne län;12;Enskild;Svenska;..;..;..;..;..;.;..;..;.;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;Svenska;585;290;295;89,6;94,8;84,4;12,7;14,5;10,9;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;Svenska;563;282;281;89,9;95,0;84,7;12,7;14,5;10,9;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;Svenska;22;..;..;~100;..;~100;11,7;..;10,5;
Östersund;2380;Jämtlands län;23;Samtliga;Svenska;647;325;322;94,9;97,2;92,5;13,5;14,7;12,2;
Östersund;2380;Jämtlands län;23;Kommunal;Svenska;525;260;265;94,5;96,5;92,5;13,4;14,6;12,2;
Östersund;2380;Jämtlands län;23;Enskild;Svenska;122;65;57;~100;100,0;~100;13,7;14,9;12,3;
Österåker;0117;Stockholms län;01;Samtliga;Svenska;510;263;247;94,9;96,6;93,1;13,7;14,6;12,7;
Österåker;0117;Stockholms län;01;Kommunal;Svenska;378;205;173;95,0;96,1;93,6;13,9;14,7;13,0;
Österåker;0117;Stockholms län;01;Enskild;Svenska;132;58;74;94,7;~100;..;13,1;14,4;12,0;
Östhammar;0382;Uppsala län;03;Samtliga;Svenska;227;131;96;91,2;94,7;86,5;12,6;13,6;11,2;
Östhammar;0382;Uppsala län;03;Kommunal;Svenska;227;131;96;91,2;94,7;86,5;12,6;13,6;11,2;
Östra Göinge;1256;Skåne län;12;Samtliga;Svenska;126;59;67;88,9;~100;..;12,5;14,2;11,0;
Östra Göinge;1256;Skåne län;12;Kommunal;Svenska;118;56;62;89,0;~100;..;12,6;14,3;11,2;
Östra Göinge;1256;Skåne län;12;Enskild;Svenska;..;..;..;..;..;..;..;..;..;
Överkalix;2513;Norrbottens län;25;Samtliga;Svenska;27;10;17;~100;..;~100;11,8;15,3;9,7;
Överkalix;2513;Norrbottens län;25;Kommunal;Svenska;19;..;..;~100;..;..;10,8;..;9,0;
Överkalix;2513;Norrbottens län;25;Enskild;Svenska;..;..;..;..;..;..;..;..;..;
Övertorneå;2518;Norrbottens län;25;Samtliga;Svenska;44;19;25;84,1;~100;~100;11,2;12,5;10,2;
Övertorneå;2518;Norrbottens län;25;Kommunal;Svenska;36;14;22;80,6;~100;~100;10,1;10,5;9,8;
Övertorneå;2518;Norrbottens län;25;Enskild;Svenska;..;..;..;..;..;..;..;..;..;
Ale;1440;Västra Götalands län;14;Samtliga;Svenska som andraspråk;31;18;13;80,6;~100;..;9,4;10,6;7,9;
Ale;1440;Västra Götalands län;14;Kommunal;Svenska som andraspråk;31;18;13;80,6;~100;..;9,4;10,6;7,9;
Ale;1440;Västra Götalands län;14;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Alingsås;1489;Västra Götalands län;14;Samtliga;Svenska som andraspråk;45;24;21;71,1;79,2;61,9;8,4;9,7;6,9;
Alingsås;1489;Västra Götalands län;14;Kommunal;Svenska som andraspråk;39;19;20;66,7;73,7;60,0;7,8;9,2;6,5;
Alingsås;1489;Västra Götalands län;14;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Alvesta;0764;Kronobergs län;07;Samtliga;Svenska som andraspråk;62;24;38;61,3;79,2;50,0;8,0;11,7;5,7;
Alvesta;0764;Kronobergs län;07;Kommunal;Svenska som andraspråk;61;24;37;60,7;79,2;48,6;8,0;11,7;5,6;
Alvesta;0764;Kronobergs län;07;Enskild;Svenska som andraspråk;..;..;..;..;.;..;..;.;..;
Aneby;0604;Jönköpings län;06;Samtliga;Svenska som andraspråk;11;..;..;..;..;..;5,3;..;..;
Aneby;0604;Jönköpings län;06;Kommunal;Svenska som andraspråk;11;..;..;..;..;..;5,3;..;..;
Aneby;0604;Jönköpings län;06;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Arboga;1984;Västmanlands län;19;Samtliga;Svenska som andraspråk;25;..;..;48,0;..;..;6,4;..;4,1;
Arboga;1984;Västmanlands län;19;Kommunal;Svenska som andraspråk;25;..;..;48,0;..;..;6,4;..;4,1;
Arjeplog;2506;Norrbottens län;25;Samtliga;Svenska som andraspråk;..;..;..;..;.;..;..;.;..;
Arjeplog;2506;Norrbottens län;25;Kommunal;Svenska som andraspråk;..;..;..;..;.;..;..;.;..;
Arvidsjaur;2505;Norrbottens län;25;Samtliga;Svenska som andraspråk;..;..;..;..;.;..;..;.;..;
Arvidsjaur;2505;Norrbottens län;25;Kommunal;Svenska som andraspråk;..;..;..;..;.;..;..;.;..;
Arvika;1784;Värmlands län;17;Samtliga;Svenska som andraspråk;25;10;15;80,0;..;~100;10,4;10,0;10,7;
Arvika;1784;Värmlands län;17;Kommunal;Svenska som andraspråk;25;10;15;80,0;..;~100;10,4;10,0;10,7;
Askersund;1882;Örebro län;18;Samtliga;Svenska som andraspråk;11;..;..;..;..;..;5,5;..;..;
Askersund;1882;Örebro län;18;Kommunal;Svenska som andraspråk;11;..;..;..;..;..;5,5;..;..;
Avesta;2084;Dalarnas län;20;Samtliga;Svenska som andraspråk;37;19;18;51,4;..;..;5,8;7,6;3,9;
Avesta;2084;Dalarnas län;20;Kommunal;Svenska som andraspråk;37;19;18;51,4;..;..;5,8;7,6;3,9;
Avesta;2084;Dalarnas län;20;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Bengtsfors;1460;Västra Götalands län;14;Samtliga;Svenska som andraspråk;27;10;17;..;..;..;3,5;2,5;4,1;
Bengtsfors;1460;Västra Götalands län;14;Kommunal;Svenska som andraspråk;27;10;17;..;..;..;3,5;2,5;4,1;
Berg;2326;Jämtlands län;23;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Berg;2326;Jämtlands län;23;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Berg;2326;Jämtlands län;23;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Bjurholm;2403;Västerbottens län;24;Samtliga;Svenska som andraspråk;..;..;..;.;.;.;..;..;..;
Bjurholm;2403;Västerbottens län;24;Kommunal;Svenska som andraspråk;..;..;..;.;.;.;..;..;..;
Bjuv;1260;Skåne län;12;Samtliga;Svenska som andraspråk;54;21;33;53,7;66,7;45,5;6,4;8,5;5,1;
Bjuv;1260;Skåne län;12;Kommunal;Svenska som andraspråk;54;21;33;53,7;66,7;45,5;6,4;8,5;5,1;
Boden;2582;Norrbottens län;25;Samtliga;Svenska som andraspråk;26;15;11;53,8;..;..;6,2;6,3;5,9;
Boden;2582;Norrbottens län;25;Kommunal;Svenska som andraspråk;25;14;11;52,0;..;..;5,9;5,9;5,9;
Boden;2582;Norrbottens län;25;Enskild;Svenska som andraspråk;..;..;..;..;..;.;..;..;.;
Bollebygd;1443;Västra Götalands län;14;Samtliga;Svenska som andraspråk;11;..;..;..;..;..;7,5;..;..;
Bollebygd;1443;Västra Götalands län;14;Kommunal;Svenska som andraspråk;11;..;..;..;..;..;7,5;..;..;
Bollebygd;1443;Västra Götalands län;14;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Bollnäs;2183;Gävleborgs län;21;Samtliga;Svenska som andraspråk;40;26;14;62,5;..;..;7,8;8,2;7,1;
Bollnäs;2183;Gävleborgs län;21;Kommunal;Svenska som andraspråk;37;23;14;59,5;..;..;7,5;7,7;7,1;
Bollnäs;2183;Gävleborgs län;21;Enskild;Svenska som andraspråk;..;..;..;..;..;.;..;..;.;
Borgholm;0885;Kalmar län;08;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Borgholm;0885;Kalmar län;08;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Borlänge;2081;Dalarnas län;20;Samtliga;Svenska som andraspråk;137;69;68;65,7;71,0;60,3;8,4;9,5;7,2;
Borlänge;2081;Dalarnas län;20;Kommunal;Svenska som andraspråk;128;64;64;68,8;75,0;62,5;8,8;10,1;7,5;
Borlänge;2081;Dalarnas län;20;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Borås;1490;Västra Götalands län;14;Samtliga;Svenska som andraspråk;210;97;113;71,0;77,3;65,5;8,4;9,6;7,4;
Borås;1490;Västra Götalands län;14;Kommunal;Svenska som andraspråk;172;86;86;65,7;74,4;57,0;7,6;9,2;6,0;
Borås;1490;Västra Götalands län;14;Enskild;Svenska som andraspråk;38;11;27;~100;100,0;~100;12,1;13,0;11,8;
Botkyrka;0127;Stockholms län;01;Samtliga;Svenska som andraspråk;398;193;205;63,1;70,5;56,1;7,8;9,1;6,7;
Botkyrka;0127;Stockholms län;01;Kommunal;Svenska som andraspråk;348;166;182;60,3;66,9;54,4;7,4;8,5;6,4;
Botkyrka;0127;Stockholms län;01;Enskild;Svenska som andraspråk;50;27;23;82,0;~100;..;10,9;12,7;8,8;
Boxholm;0560;Östergötlands län;05;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Boxholm;0560;Östergötlands län;05;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Bromölla;1272;Skåne län;12;Samtliga;Svenska som andraspråk;16;..;..;..;..;..;4,1;..;..;
Bromölla;1272;Skåne län;12;Kommunal;Svenska som andraspråk;16;..;..;..;..;..;4,1;..;..;
Bräcke;2305;Jämtlands län;23;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Bräcke;2305;Jämtlands län;23;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Burlöv;1231;Skåne län;12;Samtliga;Svenska som andraspråk;48;28;20;54,2;53,6;55,0;6,9;7,5;6,1;
Burlöv;1231;Skåne län;12;Kommunal;Svenska som andraspråk;48;28;20;54,2;53,6;55,0;6,9;7,5;6,1;
Båstad;1278;Skåne län;12;Samtliga;Svenska som andraspråk;17;..;..;..;..;..;6,0;..;..;
Båstad;1278;Skåne län;12;Kommunal;Svenska som andraspråk;17;..;..;..;..;..;6,0;..;..;
Båstad;1278;Skåne län;12;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Dals-Ed;1438;Västra Götalands län;14;Samtliga;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Dals-Ed;1438;Västra Götalands län;14;Kommunal;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Danderyd;0162;Stockholms län;01;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Danderyd;0162;Stockholms län;01;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Danderyd;0162;Stockholms län;01;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Degerfors;1862;Örebro län;18;Samtliga;Svenska som andraspråk;10;..;..;..;..;..;8,3;..;..;
Degerfors;1862;Örebro län;18;Kommunal;Svenska som andraspråk;10;..;..;..;..;..;8,3;..;..;
Eda;1730;Värmlands län;17;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Eda;1730;Värmlands län;17;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Ekerö;0125;Stockholms län;01;Samtliga;Svenska som andraspråk;19;..;..;63,2;..;..;9,9;..;9,6;
Ekerö;0125;Stockholms län;01;Kommunal;Svenska som andraspråk;19;..;..;63,2;..;..;9,9;..;9,6;
Ekerö;0125;Stockholms län;01;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Eksjö;0686;Jönköpings län;06;Samtliga;Svenska som andraspråk;25;11;14;56,0;..;..;6,7;9,1;4,8;
Eksjö;0686;Jönköpings län;06;Kommunal;Svenska som andraspråk;25;11;14;56,0;..;..;6,7;9,1;4,8;
Eksjö;0686;Jönköpings län;06;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Emmaboda;0862;Kalmar län;08;Samtliga;Svenska som andraspråk;29;17;12;37,9;..;..;4,3;5,0;3,3;
Emmaboda;0862;Kalmar län;08;Kommunal;Svenska som andraspråk;29;17;12;37,9;..;..;4,3;5,0;3,3;
Enköping;0381;Uppsala län;03;Samtliga;Svenska som andraspråk;68;31;37;61,8;67,7;56,8;7,5;8,6;6,6;
Enköping;0381;Uppsala län;03;Kommunal;Svenska som andraspråk;65;30;35;60,0;66,7;54,3;7,3;8,6;6,1;
Enköping;0381;Uppsala län;03;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Eskilstuna;0484;Södermanlands län;04;Samtliga;Svenska som andraspråk;354;173;181;65,8;75,1;56,9;8,0;9,3;6,7;
Eskilstuna;0484;Södermanlands län;04;Kommunal;Svenska som andraspråk;306;150;156;62,4;72,7;52,6;7,7;9,0;6,3;
Eskilstuna;0484;Södermanlands län;04;Enskild;Svenska som andraspråk;48;23;25;87,5;~100;~100;10,1;11,1;9,1;
Eslöv;1285;Skåne län;12;Samtliga;Svenska som andraspråk;65;28;37;84,6;~100;..;10,4;11,1;9,9;
Eslöv;1285;Skåne län;12;Kommunal;Svenska som andraspråk;65;28;37;84,6;~100;..;10,4;11,1;9,9;
Eslöv;1285;Skåne län;12;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Essunga;1445;Västra Götalands län;14;Samtliga;Svenska som andraspråk;..;..;..;..;..;.;..;..;..;
Essunga;1445;Västra Götalands län;14;Kommunal;Svenska som andraspråk;..;..;..;..;..;.;..;..;..;
Fagersta;1982;Västmanlands län;19;Samtliga;Svenska som andraspråk;51;21;30;90,2;~100;~100;12,1;15,0;10,2;
Fagersta;1982;Västmanlands län;19;Kommunal;Svenska som andraspråk;47;19;28;~100;~100;~100;12,4;15,3;10,5;
Fagersta;1982;Västmanlands län;19;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Falkenberg;1382;Hallands län;13;Samtliga;Svenska som andraspråk;91;46;45;51,6;58,7;44,4;6,6;8,1;5,2;
Falkenberg;1382;Hallands län;13;Kommunal;Svenska som andraspråk;90;46;44;51,1;58,7;43,2;6,6;8,1;5,1;
Falkenberg;1382;Hallands län;13;Enskild;Svenska som andraspråk;..;..;..;..;.;..;..;.;..;
Falköping;1499;Västra Götalands län;14;Samtliga;Svenska som andraspråk;81;36;45;63,0;75,0;53,3;7,7;9,7;6,1;
Falköping;1499;Västra Götalands län;14;Kommunal;Svenska som andraspråk;72;32;40;58,3;71,9;47,5;7,3;9,5;5,6;
Falköping;1499;Västra Götalands län;14;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Falun;2080;Dalarnas län;20;Samtliga;Svenska som andraspråk;75;32;43;56,0;53,1;58,1;6,9;6,7;7,0;
Falun;2080;Dalarnas län;20;Kommunal;Svenska som andraspråk;62;26;36;53,2;50,0;55,6;6,7;6,4;6,8;
Falun;2080;Dalarnas län;20;Enskild;Svenska som andraspråk;13;..;..;..;..;..;7,9;..;..;
Filipstad;1782;Värmlands län;17;Samtliga;Svenska som andraspråk;27;15;12;55,6;..;..;7,7;8,5;6,7;
Filipstad;1782;Värmlands län;17;Kommunal;Svenska som andraspråk;27;15;12;55,6;..;..;7,7;8,5;6,7;
Filipstad;1782;Värmlands län;17;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Finspång;0562;Östergötlands län;05;Samtliga;Svenska som andraspråk;29;10;19;69,0;..;..;8,7;11,3;7,4;
Finspång;0562;Östergötlands län;05;Kommunal;Svenska som andraspråk;29;10;19;69,0;..;..;8,7;11,3;7,4;
Finspång;0562;Östergötlands län;05;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Flen;0482;Södermanlands län;04;Samtliga;Svenska som andraspråk;57;23;34;43,9;65,2;29,4;5,4;8,2;3,5;
Flen;0482;Södermanlands län;04;Kommunal;Svenska som andraspråk;54;21;33;44,4;66,7;30,3;5,5;8,5;3,6;
Flen;0482;Södermanlands län;04;Enskild;Svenska som andraspråk;..;..;..;..;..;.;..;..;..;
Forshaga;1763;Värmlands län;17;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Forshaga;1763;Värmlands län;17;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Färgelanda;1439;Västra Götalands län;14;Samtliga;Svenska som andraspråk;13;..;..;..;..;..;4,2;..;..;
Färgelanda;1439;Västra Götalands län;14;Kommunal;Svenska som andraspråk;13;..;..;..;..;..;4,2;..;..;
Färgelanda;1439;Västra Götalands län;14;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Gagnef;2026;Dalarnas län;20;Samtliga;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Gagnef;2026;Dalarnas län;20;Kommunal;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Gislaved;0662;Jönköpings län;06;Samtliga;Svenska som andraspråk;107;50;57;76,6;86,0;68,4;9,4;11,0;7,9;
Gislaved;0662;Jönköpings län;06;Kommunal;Svenska som andraspråk;106;50;56;76,4;86,0;67,9;9,4;11,0;7,9;
Gislaved;0662;Jönköpings län;06;Enskild;Svenska som andraspråk;..;..;..;..;.;..;..;.;..;
Gnesta;0461;Södermanlands län;04;Samtliga;Svenska som andraspråk;10;..;..;..;..;..;5,5;..;..;
Gnesta;0461;Södermanlands län;04;Kommunal;Svenska som andraspråk;10;..;..;..;..;..;5,5;..;..;
Gnesta;0461;Södermanlands län;04;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Gnosjö;0617;Jönköpings län;06;Samtliga;Svenska som andraspråk;41;22;19;70,7;72,7;68,4;9,1;9,1;9,1;
Gnosjö;0617;Jönköpings län;06;Kommunal;Svenska som andraspråk;41;22;19;70,7;72,7;68,4;9,1;9,1;9,1;
Gotland;0980;Gotlands län;09;Samtliga;Svenska som andraspråk;27;14;13;48,1;..;..;5,4;5,7;5,0;
Gotland;0980;Gotlands län;09;Kommunal;Svenska som andraspråk;27;14;13;48,1;..;..;5,4;5,7;5,0;
Gotland;0980;Gotlands län;09;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Grums;1764;Värmlands län;17;Samtliga;Svenska som andraspråk;..;..;..;..;..;.;..;..;..;
Grums;1764;Värmlands län;17;Kommunal;Svenska som andraspråk;..;..;..;..;..;.;..;..;..;
Grums;1764;Värmlands län;17;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Grästorp;1444;Västra Götalands län;14;Samtliga;Svenska som andraspråk;..;..;..;..;.;..;..;..;..;
Grästorp;1444;Västra Götalands län;14;Kommunal;Svenska som andraspråk;..;..;..;..;.;..;..;..;..;
Gullspång;1447;Västra Götalands län;14;Samtliga;Svenska som andraspråk;20;10;10;55,0;..;..;6,5;7,0;6,0;
Gullspång;1447;Västra Götalands län;14;Kommunal;Svenska som andraspråk;20;10;10;55,0;..;..;6,5;7,0;6,0;
Gällivare;2523;Norrbottens län;25;Statlig;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Gällivare;2523;Norrbottens län;25;Samtliga;Svenska som andraspråk;..;..;..;..;..;.;..;..;.;
Gällivare;2523;Norrbottens län;25;Kommunal;Svenska som andraspråk;..;..;..;..;..;.;..;..;.;
Gällivare;2523;Norrbottens län;25;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Gävle;2180;Gävleborgs län;21;Samtliga;Svenska som andraspråk;113;46;67;61,1;65,2;58,2;7,5;8,3;7,0;
Gävle;2180;Gävleborgs län;21;Kommunal;Svenska som andraspråk;111;46;65;60,4;65,2;56,9;7,5;8,3;6,8;
Gävle;2180;Gävleborgs län;21;Enskild;Svenska som andraspråk;..;..;..;..;.;..;..;.;..;
Göteborg;1480;Västra Götalands län;14;Samtliga;Svenska som andraspråk;1 152;537;615;64,8;71,5;59,0;8,0;9,2;7,0;
Göteborg;1480;Västra Götalands län;14;Kommunal;Svenska som andraspråk;973;447;526;61,3;67,3;56,1;7,5;8,5;6,7;
Göteborg;1480;Västra Götalands län;14;Enskild;Svenska som andraspråk;179;90;89;84,4;92,2;76,4;10,7;12,5;8,9;
Götene;1471;Västra Götalands län;14;Samtliga;Svenska som andraspråk;14;..;..;..;..;..;7,9;..;..;
Götene;1471;Västra Götalands län;14;Kommunal;Svenska som andraspråk;14;..;..;..;..;..;7,9;..;..;
Habo;0643;Jönköpings län;06;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Habo;0643;Jönköpings län;06;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;
Hagfors;1783;Värmlands län;17;Samtliga;Svenska som andraspråk;18;..;..;..;..;..;5,3;..;4,2;
Hagfors;1783;Värmlands län;17;Kommunal;Svenska som andraspråk;18;..;..;..;..;..;5,3;..;4,2;
Hallsberg;1861;Örebro län;18;Samtliga;Svenska som andraspråk;33;13;20;48,5;..;..;5,7;7,9;4,3;
Hallsberg;1861;Örebro län;18;Kommunal;Svenska som andraspråk;33;13;20;48,5;..;..;5,7;7,9;4,3;
Hallstahammar;1961;Västmanlands län;19;Samtliga;Svenska som andraspråk;36;17;19;69,4;~100;..;8,8;10,3;7,4;
Hallstahammar;1961;Västmanlands län;19;Kommunal;Svenska som andraspråk;36;17;19;69,4;~100;..;8,8;10,3;7,4;
Halmstad;1380;Hallands län;13;Samtliga;Svenska som andraspråk;202;101;101;63,4;73,3;53,5;7,7;9,1;6,4;
Halmstad;1380;Hallands län;13;Kommunal;Svenska som andraspråk;197;101;96;62,4;73,3;51,0;7,6;9,1;6,1;
Halmstad;1380;Hallands län;13;Enskild;Svenska som andraspråk;..;..;..;..;.;..;..;.;..;
Hammarö;1761;Värmlands län;17;Samtliga;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Hammarö;1761;Värmlands län;17;Kommunal;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Haninge;0136;Stockholms län;01;Samtliga;Svenska som andraspråk;127;56;71;64,6;69,6;60,6;7,8;8,8;7,0;
Haninge;0136;Stockholms län;01;Kommunal;Svenska som andraspråk;127;56;71;64,6;69,6;60,6;7,8;8,8;7,0;
Haninge;0136;Stockholms län;01;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Haparanda;2583;Norrbottens län;25;Samtliga;Svenska som andraspråk;49;29;20;89,8;100,0;75,0;12,6;14,2;10,1;
Haparanda;2583;Norrbottens län;25;Kommunal;Svenska som andraspråk;49;29;20;89,8;100,0;75,0;12,6;14,2;10,1;
Haparanda;2583;Norrbottens län;25;Enskild;Svenska som andraspråk;.;.;.;.;.;.;.;.;.;
Heby;0331;Uppsala län;03;Samtliga;Svenska som andraspråk;..;..;..;..;..;.;..;..;.;
